EventTime,Time,NR,A
2018-11-01 08:48:00,6.0,0,0
2018-11-01 08:51:00,7.0,1,0
2018-11-01 12:50:00,6.0,0,0
2018-11-01 12:58:00,6.0,1,0
2018-11-01 16:38:00,6.0,0,0
2018-11-01 16:46:00,6.0,1,0
2018-11-01 18:33:00,7.0,0,0
2018-11-01 18:52:00,7.0,1,0
2018-11-01 19:00:00,7.0,0,0
2018-11-01 19:13:00,6.0,1,0
2018-11-01 19:27:00,6.0,0,0
2018-11-01 19:39:00,7.0,1,0
2018-11-02 08:47:00,6.0,0,0
2018-11-02 08:54:00,6.0,1,0
2018-11-02 12:36:00,7.0,0,0
2018-11-02 12:59:00,6.0,1,0
2018-11-02 16:42:00,7.0,0,0
2018-11-02 16:52:00,6.0,1,0
2018-11-02 18:30:00,7.0,0,0
2018-11-02 18:38:00,6.0,1,0
2018-11-02 19:10:00,7.0,0,0
2018-11-02 19:15:00,6.0,1,0
2018-11-02 19:34:00,6.0,0,0
2018-11-02 19:39:00,6.0,1,0
2018-11-03 09:49:00,6.0,0,0
2018-11-03 09:59:00,7.0,1,0
2018-11-03 17:53:00,6.0,0,0
2018-11-03 17:56:00,7.0,1,0
2018-11-04 09:52:00,7.0,0,0
2018-11-04 09:56:00,6.0,1,0
2018-11-04 17:48:00,7.0,0,0
2018-11-04 17:58:00,6.0,1,0
2018-11-05 08:42:00,6.0,0,0
2018-11-05 08:51:00,6.0,1,0
2018-11-05 12:56:00,6.0,0,0
2018-11-05 13:04:00,6.0,1,0
2018-11-05 13:47:00,7.0,0,0
2018-11-05 13:56:00,7.0,1,0
2018-11-05 14:06:00,6.0,0,0
2018-11-05 14:19:00,6.0,1,0
2018-11-05 16:39:00,6.0,0,0
2018-11-05 16:48:00,6.0,1,0
2018-11-05 18:32:00,6.0,0,0
2018-11-05 18:53:00,6.0,1,0
2018-11-05 19:09:00,6.0,0,0
2018-11-05 19:13:00,6.0,1,0
2018-11-06 08:42:00,6.0,0,0
2018-11-06 08:51:00,6.0,1,0
2018-11-06 12:50:00,6.0,0,0
2018-11-06 12:58:00,6.0,1,0
2018-11-06 16:37:00,6.0,0,0
2018-11-06 16:46:00,6.0,1,0
2018-11-06 18:35:00,6.0,0,0
2018-11-06 18:54:00,7.0,1,0
2018-11-06 19:08:00,6.0,0,0
2018-11-06 19:15:00,6.0,1,0
2018-11-06 19:27:00,6.0,0,0
2018-11-06 19:53:00,6.0,1,0
2018-11-07 08:08:00,7.0,0,0
2018-11-07 08:09:00,6.0,1,0
2018-11-07 08:47:00,6.0,0,0
2018-11-07 08:51:00,6.0,1,0
2018-11-07 12:59:00,6.0,0,0
2018-11-07 13:01:00,6.0,1,0
2018-11-07 16:40:00,6.0,0,0
2018-11-07 16:49:00,6.0,1,0
2018-11-07 18:34:00,7.0,0,0
2018-11-07 18:53:00,6.0,1,0
2018-11-07 19:01:00,6.0,0,0
2018-11-07 19:09:00,7.0,1,0
2018-11-08 08:34:00,6.0,0,0
2018-11-08 08:53:00,7.0,1,0
2018-11-08 13:02:00,7.0,0,0
2018-11-08 13:03:00,6.0,1,0
2018-11-08 15:23:00,6.0,0,0
2018-11-08 15:29:00,6.0,1,0
2018-11-08 16:36:00,6.0,0,0
2018-11-08 16:46:00,6.0,1,0
2018-11-08 18:33:00,6.0,0,0
2018-11-08 18:45:00,7.0,1,0
2018-11-09 08:42:00,6.0,0,0
2018-11-09 08:52:00,6.0,1,0
2018-11-09 12:52:00,6.0,0,0
2018-11-09 12:59:00,6.0,1,0
2018-11-09 15:23:00,7.0,0,0
2018-11-09 15:30:00,6.0,1,0
2018-11-09 16:34:00,7.0,0,0
2018-11-09 16:51:00,6.0,1,0
