EventTime,Time,NR,A
2018-11-01 02:03:00,4.0,1,0
2018-11-01 02:52:00,4.0,0,0
2018-11-01 03:11:00,5.0,1,0
2018-11-01 04:31:00,4.0,0,0
2018-11-01 06:01:00,5.0,1,0
2018-11-01 10:34:00,5.0,0,0
2018-11-01 11:30:00,5.0,1,0
2018-11-01 11:47:00,5.0,0,0
2018-11-01 12:29:00,4.0,1,0
2018-11-01 12:45:00,5.0,0,0
2018-11-01 13:00:00,5.0,1,0
2018-11-01 15:36:00,4.0,0,0
2018-11-01 19:07:00,5.0,1,0
2018-11-01 20:47:00,5.0,0,0
2018-11-01 21:46:00,4.0,1,0
2018-11-01 22:36:00,5.0,0,0
2018-11-02 00:16:00,4.0,1,0
2018-11-02 02:13:00,4.0,0,0
2018-11-02 03:17:00,5.0,1,0
2018-11-02 04:30:00,4.0,0,0
2018-11-02 04:59:00,4.0,1,0
2018-11-02 05:49:00,4.0,0,0
2018-11-02 10:50:00,5.0,1,0
2018-11-02 10:57:00,4.0,0,0
2018-11-02 12:12:00,4.0,1,0
2018-11-02 12:22:00,4.0,0,0
2018-11-02 12:23:00,4.0,1,0
2018-11-02 12:50:00,4.0,0,0
2018-11-02 13:09:00,5.0,1,0
2018-11-02 13:59:00,5.0,0,0
2018-11-02 15:37:00,4.0,1,0
2018-11-02 15:37:00,5.0,0,0
2018-11-02 21:11:00,5.0,1,0
2018-11-02 21:16:00,4.0,0,0
2018-11-02 23:27:00,4.0,1,0
2018-11-05 03:58:00,5.0,0,0
2018-11-05 06:34:00,4.0,1,0
2018-11-05 07:18:00,5.0,0,0
2018-11-05 13:08:00,4.0,1,0
2018-11-05 15:36:00,4.0,0,0
2018-11-05 18:22:00,5.0,1,0
2018-11-05 18:57:00,4.0,0,0
2018-11-05 20:36:00,4.0,1,0
2018-11-05 22:27:00,5.0,0,0
2018-11-06 01:07:00,5.0,1,0
2018-11-06 03:40:00,4.0,0,0
2018-11-06 05:45:00,4.0,1,0
2018-11-06 05:52:00,3.0,0,0
2018-11-06 10:41:00,5.0,1,0
2018-11-06 11:36:00,4.0,0,0
2018-11-06 11:45:00,5.0,1,0
2018-11-06 15:39:00,5.0,0,0
2018-11-06 19:17:00,4.0,1,0
2018-11-06 20:49:00,5.0,0,0
2018-11-06 22:28:00,4.0,1,0
2018-11-07 00:11:00,4.0,0,0
2018-11-07 01:16:00,5.0,1,0
2018-11-07 02:56:00,4.0,0,0
2018-11-07 03:56:00,5.0,1,0
2018-11-07 04:32:00,4.0,0,0
2018-11-07 06:10:00,4.0,1,0
2018-11-07 09:40:00,4.0,0,0
2018-11-07 11:00:00,4.0,1,0
2018-11-07 15:39:00,4.0,0,0
2018-11-07 18:39:00,4.0,1,0
2018-11-07 18:46:00,5.0,0,0
2018-11-07 19:12:00,5.0,1,0
2018-11-07 20:49:00,4.0,0,0
2018-11-08 00:36:00,4.0,1,0
2018-11-08 00:48:00,4.0,0,0
2018-11-08 03:03:00,4.0,1,0
2018-11-08 04:24:00,4.0,0,0
2018-11-08 05:46:00,4.0,1,0
2018-11-08 05:48:00,5.0,0,0
2018-11-08 05:59:00,5.0,1,0
2018-11-08 10:17:00,5.0,0,0
2018-11-08 12:00:00,4.0,1,0
2018-11-08 15:37:00,5.0,0,0
2018-11-08 19:15:00,4.0,1,0
2018-11-08 20:56:00,4.0,0,0
2018-11-09 00:38:00,5.0,1,0
2018-11-09 04:30:00,3.0,0,0
2018-11-09 05:46:00,5.0,1,0
2018-11-09 05:56:00,3.0,0,0
2018-11-09 11:04:00,4.0,1,0
2018-11-09 13:52:00,4.0,0,0
2018-11-09 14:03:00,5.0,1,0
2018-11-09 15:50:00,5.0,0,0
2018-11-09 19:45:00,4.0,1,0
2018-11-09 23:09:00,4.0,0,0
2018-11-10 01:00:00,4.0,1,0
2018-11-10 02:34:00,5.0,0,0
2018-11-10 08:56:00,5.0,1,0
2018-11-11 14:07:00,5.0,0,0
2018-11-11 19:08:00,5.0,1,0
2018-11-11 22:05:00,5.0,0,0
2018-11-12 00:20:00,4.0,1,0
2018-11-12 01:22:00,4.0,0,0
2018-11-12 01:30:00,4.0,1,0
2018-11-12 04:30:00,4.0,0,0
2018-11-12 05:46:00,5.0,1,0
2018-11-12 05:51:00,4.0,0,0
2018-11-12 10:48:00,5.0,1,0
2018-11-12 11:30:00,5.0,0,0
2018-11-12 13:22:00,5.0,1,0
2018-11-12 15:38:00,5.0,0,0
2018-11-12 20:02:00,4.0,1,0
2018-11-12 22:11:00,4.0,0,0
2018-11-13 01:34:00,4.0,1,0
2018-11-13 04:22:00,4.0,0,0
2018-11-13 05:44:00,5.0,1,0
2018-11-13 05:47:00,4.0,0,0
2018-11-13 09:38:00,5.0,1,0
2018-11-13 10:16:00,5.0,0,0
2018-11-13 11:55:00,5.0,1,0
2018-11-13 13:16:00,4.0,0,0
2018-11-13 13:33:00,4.0,1,0
2018-11-13 15:37:00,4.0,0,0
2018-11-13 20:38:00,5.0,1,0
2018-11-13 21:18:00,4.0,0,0
2018-11-13 21:25:00,4.0,1,0
2018-11-13 22:59:00,4.0,0,0
2018-11-14 00:00:00,4.0,1,0
2018-11-14 00:11:00,4.0,0,0
2018-11-14 01:32:00,5.0,1,0
2018-11-14 04:26:00,4.0,0,0
2018-11-14 05:45:00,4.0,1,0
2018-11-14 05:53:00,4.0,0,0
2018-11-14 05:56:00,5.0,1,0
2018-11-14 10:32:00,4.0,0,0
2018-11-14 11:49:00,5.0,1,0
2018-11-14 12:56:00,5.0,0,0
2018-11-14 13:05:00,5.0,1,0
2018-11-14 15:37:00,4.0,0,0
2018-11-14 20:11:00,4.0,1,0
2018-11-14 21:16:00,4.0,0,0
2018-11-14 21:45:00,5.0,1,0
2018-11-14 22:38:00,4.0,0,0
2018-11-15 02:47:00,4.0,1,0
2018-11-15 04:29:00,45.0,0,0
2018-11-15 05:54:00,4.0,1,0
2018-11-15 06:00:00,4.0,0,0
2018-11-15 06:11:00,4.0,1,0
2018-11-15 10:20:00,4.0,0,0
2018-11-15 11:41:00,5.0,1,0
2018-11-15 11:42:00,4.0,0,0
