EventTime,Time,NR,A
2018-11-01 18:08:00,7.0,0,0
2018-11-01 18:11:00,6.0,1,0
2018-11-01 20:59:00,7.0,0,0
2018-11-01 21:03:00,7.0,1,0
2018-11-01 23:02:00,6.0,0,0
2018-11-01 23:04:00,6.0,1,0
2018-11-02 09:58:00,7.0,0,0
2018-11-02 10:02:00,6.0,1,0
2018-11-03 10:04:00,6.0,0,0
2018-11-03 10:04:00,7.0,1,0
2018-11-06 10:03:00,7.0,0,0
2018-11-06 10:07:00,5.0,1,0
2018-11-06 21:00:00,6.0,0,0
2018-11-06 21:04:00,6.0,1,0
2018-11-07 11:36:00,6.0,0,0
2018-11-07 11:39:00,5.0,1,0
2018-11-07 19:02:00,5.0,0,0
2018-11-07 19:06:00,6.0,1,0
2018-11-08 20:58:00,6.0,0,0
2018-11-08 21:03:00,5.0,1,0
2018-11-09 21:04:00,7.0,0,0
2018-11-09 21:05:00,7.0,1,0
2018-11-10 05:14:00,7.0,0,0
2018-11-10 05:18:00,7.0,1,0
2018-11-11 05:14:00,7.0,0,0
2018-11-11 05:18:00,6.0,1,0
2018-11-11 12:35:00,6.0,0,0
2018-11-11 12:40:00,7.0,1,0
2018-11-11 16:35:00,6.0,0,0
2018-11-11 16:43:00,6.0,1,0
2018-11-12 13:00:00,6.0,0,0
2018-11-12 13:06:00,6.0,1,0
2018-11-12 21:00:00,6.0,0,0
2018-11-12 21:03:00,6.0,1,0
2018-11-13 20:59:00,6.0,0,0
2018-11-13 21:03:00,5.0,1,0
2018-11-14 20:56:00,6.0,0,0
2018-11-14 21:04:00,6.0,1,0
2018-11-16 03:29:00,6.0,0,0
2018-11-16 03:29:00,7.0,1,0
2018-11-17 01:30:00,6.0,0,0
2018-11-17 01:45:00,5.0,1,0
2018-11-19 20:59:00,7.0,0,0
2018-11-19 21:04:00,5.0,1,0
2018-11-20 11:02:00,6.0,0,0
2018-11-20 11:05:00,6.0,1,0
2018-11-20 20:35:00,6.0,0,0
2018-11-20 20:39:00,5.0,1,0
2018-11-20 22:32:00,6.0,0,0
2018-11-20 22:34:00,7.0,1,0
2018-11-20 23:01:00,6.0,0,0
2018-11-20 23:04:00,6.0,1,0
2018-11-21 11:10:00,6.0,0,0
2018-11-21 11:12:00,5.0,1,0
2018-11-21 20:59:00,7.0,0,0
2018-11-21 21:03:00,6.0,1,0
2018-11-22 10:00:00,6.0,0,0
2018-11-22 10:04:00,6.0,1,0
2018-11-23 15:30:00,5.0,0,0
2018-11-23 15:32:00,6.0,1,0
2018-11-24 04:59:00,6.0,0,0
2018-11-24 05:11:00,7.0,1,0
2018-11-24 05:29:00,6.0,0,0
2018-11-24 05:46:00,6.0,1,0
2018-11-24 07:07:00,6.0,0,0
2018-11-24 07:12:00,6.0,1,0
2018-11-25 05:14:00,6.0,0,0
2018-11-25 05:17:00,6.0,1,0
2018-11-26 12:29:00,6.0,0,0
2018-11-26 12:34:00,6.0,1,0
2018-11-27 21:02:00,7.0,0,0
2018-11-27 21:05:00,7.0,1,0
2018-11-28 14:28:00,6.0,0,0
2018-11-28 14:30:00,6.0,1,0
2018-11-28 16:00:00,6.0,0,0
2018-11-28 16:23:00,7.0,1,0
2018-11-28 16:41:00,6.0,0,0
2018-11-28 16:49:00,7.0,1,0
2018-11-28 17:28:00,7.0,0,0
2018-11-28 17:36:00,5.0,1,0
2018-11-28 18:44:00,6.0,0,0
2018-11-28 18:51:00,6.0,1,0
2018-11-28 18:56:00,6.0,0,0
2018-11-28 18:57:00,6.0,1,0
2018-11-28 18:59:00,7.0,0,0
2018-11-28 19:03:00,7.0,1,0
2018-11-29 20:00:00,6.0,0,0
2018-11-29 20:03:00,6.0,1,0
2018-11-29 20:59:00,7.0,0,0
2018-11-29 21:02:00,7.0,1,0
2018-11-29 21:30:00,6.0,0,0
2018-11-29 21:34:00,7.0,1,0
2018-11-03 09:54:51,0.1,2,1
2018-11-03 09:54:55,0.1,2,1
2018-11-03 10:03:54,0.1,2,1
2018-11-03 10:03:58,0.1,2,1
2018-11-14 23:10:31,0.1,2,1
2018-11-14 23:10:35,0.1,2,1
2018-11-15 03:44:17,0.1,2,1
2018-11-15 03:44:20,0.1,2,1
2018-11-15 23:01:52,0.1,2,1
2018-11-15 23:01:56,0.1,2,1
2018-11-16 03:29:18,0.1,2,1
2018-11-16 03:29:21,0.1,2,1
