EventTime,Time,NR,A
2018-11-01 04:03:00,6.0,0,0
2018-11-01 04:45:00,6.0,1,0
2018-11-01 09:42:00,6.0,0,0
2018-11-01 09:49:00,5.0,1,0
2018-11-01 09:54:00,6.0,0,0
2018-11-01 09:56:00,6.0,1,0
2018-11-01 10:01:00,6.0,0,0
2018-11-01 10:07:00,6.0,1,0
2018-11-01 10:35:00,6.0,0,0
2018-11-01 10:37:00,6.0,1,0
2018-11-01 10:44:00,6.0,0,0
2018-11-01 10:57:00,6.0,1,0
2018-11-01 12:09:00,6.0,0,0
2018-11-01 12:18:00,6.0,1,0
2018-11-01 12:55:00,6.0,0,0
2018-11-01 13:00:00,6.0,1,0
2018-11-01 13:11:00,6.0,0,0
2018-11-01 13:21:00,6.0,1,0
2018-11-01 13:27:00,5.0,0,0
2018-11-01 13:32:00,6.0,1,0
2018-11-01 13:40:00,6.0,0,0
2018-11-01 13:49:00,6.0,1,0
2018-11-01 15:52:00,5.0,0,0
2018-11-01 16:07:00,6.0,1,0
2018-11-01 16:09:00,6.0,0,0
2018-11-01 16:21:00,6.0,1,0
2018-11-01 16:24:00,5.0,0,0
2018-11-01 16:25:00,6.0,1,0
2018-11-01 16:38:00,6.0,0,0
2018-11-01 16:41:00,6.0,1,0
2018-11-01 16:52:00,6.0,0,0
2018-11-01 16:55:00,6.0,1,0
2018-11-01 17:08:00,6.0,0,0
2018-11-01 17:11:00,6.0,1,0
2018-11-01 17:24:00,5.0,0,0
2018-11-01 17:26:00,5.0,1,0
2018-11-01 17:38:00,6.0,0,0
2018-11-01 17:41:00,6.0,1,0
2018-11-01 17:53:00,6.0,0,0
2018-11-01 17:56:00,6.0,1,0
2018-11-01 18:08:00,6.0,0,0
2018-11-01 18:10:00,6.0,1,0
2018-11-01 18:27:00,5.0,0,0
2018-11-01 18:30:00,5.0,1,0
2018-11-01 18:46:00,5.0,0,0
2018-11-01 18:57:00,6.0,1,0
2018-11-01 19:07:00,6.0,0,0
2018-11-01 19:25:00,6.0,1,0
2018-11-01 19:41:00,6.0,0,0
2018-11-01 19:52:00,6.0,1,0
2018-11-01 20:40:00,5.0,0,0
2018-11-01 20:51:00,6.0,1,0
2018-11-01 21:55:00,6.0,0,0
2018-11-01 22:03:00,6.0,1,0
2018-11-01 22:12:00,6.0,0,0
2018-11-01 22:20:00,5.0,1,0
2018-11-01 22:53:00,6.0,0,0
2018-11-01 22:58:00,5.0,1,0
2018-11-01 23:33:00,5.0,0,0
2018-11-01 23:39:00,6.0,1,0
2018-11-02 00:31:00,6.0,0,0
2018-11-02 00:40:00,6.0,1,0
2018-11-02 05:25:00,6.0,0,0
2018-11-02 05:30:00,6.0,1,0
2018-11-02 09:52:00,5.0,0,0
2018-11-02 09:53:00,5.0,1,0
2018-11-02 10:04:00,5.0,0,0
2018-11-02 10:18:00,5.0,1,0
