EventTime,Time,NR,A
2018-11-01 02:12:00,4.0,0,0
2018-11-01 02:53:00,4.0,1,0
2018-11-01 03:09:00,4.0,0,0
2018-11-01 03:52:00,4.0,1,0
2018-11-01 05:30:00,4.0,0,0
2018-11-01 05:43:00,5.0,1,0
2018-11-01 10:54:00,4.0,0,0
2018-11-01 10:55:00,4.0,1,0
2018-11-01 10:55:00,5.0,0,0
2018-11-01 10:55:00,16.0,1,0
2018-11-01 10:55:00,4.0,0,0
2018-11-01 10:56:00,4.0,1,0
2018-11-01 11:02:00,5.0,0,0
2018-11-01 11:04:00,4.0,1,0
2018-11-01 11:09:00,3.0,0,0
2018-11-01 11:09:00,5.0,1,0
2018-11-01 11:09:00,4.0,0,0
2018-11-01 11:11:00,4.0,1,0
2018-11-01 11:12:00,4.0,0,0
2018-11-01 11:12:00,4.0,1,0
2018-11-01 11:13:00,4.0,0,0
2018-11-01 11:13:00,5.0,1,0
2018-11-01 11:13:00,4.0,0,0
2018-11-01 11:14:00,4.0,1,0
2018-11-01 11:16:00,4.0,0,0
2018-11-01 11:19:00,5.0,1,0
2018-11-01 11:24:00,4.0,0,0
2018-11-01 11:24:00,5.0,1,0
2018-11-01 11:24:00,4.0,0,0
2018-11-01 11:24:00,4.0,1,0
2018-11-01 11:25:00,4.0,0,0
2018-11-01 11:25:00,4.0,1,0
2018-11-01 11:32:00,4.0,0,0
2018-11-01 11:33:00,4.0,1,0
2018-11-01 11:33:00,5.0,0,0
2018-11-01 11:33:00,5.0,1,0
2018-11-01 11:33:00,4.0,0,0
2018-11-01 11:39:00,5.0,1,0
2018-11-01 11:39:00,4.0,0,0
2018-11-01 11:41:00,4.0,1,0
2018-11-01 11:43:00,4.0,0,0
2018-11-01 11:43:00,4.0,1,0
2018-11-02 00:37:00,3.0,0,0
2018-11-02 01:01:00,5.0,1,0
2018-11-02 03:23:00,4.0,0,0
2018-11-02 03:58:00,4.0,1,0
2018-11-02 05:30:00,4.0,0,0
2018-11-02 05:44:00,4.0,1,0
2018-11-02 11:03:00,4.0,0,0
2018-11-02 11:14:00,4.0,1,0
2018-11-02 15:04:00,4.0,0,0
2018-11-02 15:13:00,4.0,1,0
2018-11-03 02:31:00,3.0,0,0
2018-11-03 05:02:00,4.0,1,0
2018-11-03 07:26:00,4.0,0,0
2018-11-03 07:29:00,4.0,1,0
2018-11-03 09:29:00,4.0,0,0
2018-11-03 09:29:00,4.0,1,0
2018-11-05 05:30:00,4.0,0,0
2018-11-05 05:43:00,5.0,1,0
2018-11-05 13:33:00,4.0,0,0
2018-11-05 13:44:00,4.0,1,0
2018-11-05 21:50:00,4.0,0,0
2018-11-05 22:00:00,4.0,1,0
2018-11-06 01:21:00,4.0,0,0
2018-11-06 01:54:00,4.0,1,0
2018-11-06 03:13:00,4.0,0,0
2018-11-06 03:57:00,4.0,1,0
2018-11-06 05:31:00,4.0,0,0
2018-11-06 05:43:00,4.0,1,0
2018-11-06 22:20:00,4.0,0,0
2018-11-06 22:31:00,4.0,1,0
2018-11-06 22:42:00,4.0,0,0
2018-11-06 22:47:00,4.0,1,0
2018-11-07 01:23:00,4.0,0,0
2018-11-07 01:57:00,4.0,1,0
2018-11-07 03:20:00,4.0,0,0
2018-11-07 03:56:00,4.0,1,0
2018-11-07 05:30:00,4.0,0,0
2018-11-07 05:33:00,4.0,1,0
2018-11-07 22:53:00,4.0,0,0
2018-11-07 23:00:00,3.0,1,0
2018-11-07 23:26:00,4.0,0,0
2018-11-07 23:33:00,4.0,1,0
2018-11-07 23:40:00,4.0,0,0
2018-11-07 23:49:00,4.0,1,0
2018-11-08 00:48:00,4.0,0,0
2018-11-08 00:59:00,4.0,1,0
2018-11-08 01:06:00,4.0,0,0
2018-11-08 01:59:00,4.0,1,0
2018-11-08 03:14:00,4.0,0,0
2018-11-08 03:56:00,4.0,1,0
2018-11-08 05:30:00,4.0,0,0
2018-11-08 05:44:00,4.0,1,0
2018-11-08 10:04:00,4.0,0,0
2018-11-08 10:17:00,4.0,1,0
2018-11-08 10:21:00,4.0,0,0
2018-11-08 10:27:00,4.0,1,0
2018-11-08 13:03:00,4.0,0,0
2018-11-08 13:14:00,5.0,1,0
2018-11-10 19:38:00,4.0,0,0
2018-11-10 19:48:00,4.0,1,0
2018-11-10 20:40:00,4.0,0,0
2018-11-10 20:50:00,4.0,1,0
2018-11-12 01:22:00,5.0,0,0
2018-11-12 01:32:00,4.0,1,0
2018-11-12 01:36:00,5.0,0,0
2018-11-12 01:50:00,4.0,1,0
2018-11-12 05:30:00,5.0,0,0
2018-11-12 05:44:00,5.0,1,0
2018-11-12 23:24:00,4.0,0,0
