EventTime,Time,NR,A
2018-11-01 15:02:00,7.0,0,0
2018-11-01 15:05:00,6.0,1,0
2018-11-02 00:07:00,7.0,1,0
2018-11-02 00:07:00,7.0,0,0
2018-11-02 00:08:00,27.0,1,0
2018-11-02 14:59:00,7.0,0,0
2018-11-02 15:05:00,6.0,1,0
2018-11-04 19:05:00,7.0,0,0
2018-11-04 19:07:00,7.0,1,0
2018-11-04 19:25:00,7.0,0,0
2018-11-04 19:26:00,7.0,1,0
2018-11-04 20:21:00,7.0,0,0
2018-11-04 20:34:00,7.0,1,0
2018-11-05 14:59:00,7.0,0,0
2018-11-05 15:05:00,7.0,1,0
2018-11-06 14:59:00,6.0,0,0
2018-11-06 15:05:00,7.0,1,0
2018-11-07 14:59:00,7.0,0,0
2018-11-07 15:02:00,6.0,1,0
2018-11-08 14:59:00,6.0,0,0
2018-11-08 15:06:00,6.0,1,0
2018-11-09 14:59:00,7.0,0,0
2018-11-09 15:05:00,7.0,1,0
2018-11-10 08:08:00,7.0,0,0
2018-11-10 08:11:00,6.0,1,0
2018-11-11 20:46:00,6.0,0,0
2018-11-11 20:51:00,7.0,1,0
2018-11-12 14:59:00,6.0,0,0
2018-11-12 15:05:00,7.0,1,0
2018-11-13 14:58:00,7.0,0,0
2018-11-13 15:02:00,7.0,1,0
2018-11-14 14:59:00,6.0,0,0
2018-11-14 15:02:00,7.0,1,0
2018-11-15 14:59:00,6.0,0,0
2018-11-15 15:05:00,6.0,1,0
2018-11-16 01:48:00,7.0,0,0
2018-11-16 01:50:00,7.0,1,0
2018-11-16 14:59:00,7.0,0,0
2018-11-16 15:05:00,7.0,1,0
2018-11-18 13:22:00,7.0,0,0
2018-11-18 13:23:00,6.0,1,0
2018-11-18 13:28:00,6.0,0,0
2018-11-18 13:32:00,7.0,1,0
2018-11-19 15:01:00,7.0,0,0
2018-11-19 15:05:00,6.0,1,0
2018-11-20 14:59:00,6.0,0,0
2018-11-20 15:05:00,7.0,1,0
2018-11-21 09:38:00,7.0,0,0
2018-11-21 09:45:00,6.0,1,0
2018-11-21 14:59:00,6.0,0,0
2018-11-21 15:05:00,6.0,1,0
2018-11-21 15:29:00,6.0,0,0
2018-11-21 15:34:00,7.0,1,0
2018-11-22 17:04:00,7.0,0,0
2018-11-22 17:29:00,6.0,1,0
2018-11-23 15:01:00,7.0,0,0
2018-11-23 15:05:00,6.0,1,0
2018-11-26 15:00:00,6.0,0,0
2018-11-26 15:05:00,7.0,1,0
2018-11-27 15:00:00,6.0,0,0
2018-11-27 15:05:00,7.0,1,0
2018-11-28 15:02:00,6.0,0,0
2018-11-28 15:06:00,6.0,1,0
2018-11-28 22:45:00,6.0,0,0
2018-11-28 22:53:00,6.0,1,0
2018-11-29 14:59:00,7.0,0,0
2018-11-29 15:05:00,7.0,1,0
2018-11-01 23:47:22,0.1,2,1
2018-11-01 23:47:46,0.1,2,1
2018-11-02 00:00:42,0.1,2,1
2018-11-02 00:00:57,0.1,2,1
2018-11-02 00:08:10,0.1,2,1
2018-11-02 00:08:14,0.1,2,1
2018-11-02 00:08:22,0.1,2,1
2018-11-02 00:08:28,0.1,2,1
2018-11-03 13:00:19,0.1,2,1
2018-11-03 13:10:07,0.1,2,1
2018-11-03 14:16:14,0.1,2,1
2018-11-03 23:09:48,0.1,2,1
2018-11-04 11:16:30,0.1,2,1
2018-11-04 11:21:24,0.1,2,1
2018-11-04 12:53:13,0.1,2,1
2018-11-04 13:05:17,0.1,2,1
