EventTime,Time,NR,A
2018-11-01 04:38:00,4.0,0,0
2018-11-01 05:00:00,4.0,1,0
2018-11-01 07:38:00,4.0,0,0
2018-11-01 07:44:00,4.0,1,0
2018-11-01 13:13:00,3.0,0,0
2018-11-01 13:23:00,3.0,1,0
2018-11-01 13:43:00,4.0,0,0
2018-11-01 15:01:00,3.0,1,0
2018-11-01 15:33:00,3.0,0,0
2018-11-01 15:48:00,4.0,1,0
2018-11-01 16:02:00,4.0,0,0
2018-11-01 16:58:00,3.0,1,0
2018-11-01 22:05:00,4.0,0,0
2018-11-01 22:14:00,4.0,1,0
2018-11-02 01:04:00,4.0,0,0
2018-11-02 01:10:00,4.0,1,0
2018-11-02 04:34:00,4.0,0,0
2018-11-02 06:32:00,4.0,1,0
2018-11-02 07:38:00,4.0,0,0
2018-11-02 07:42:00,4.0,1,0
2018-11-02 14:23:00,3.0,0,0
2018-11-02 15:01:00,4.0,1,0
2018-11-02 15:22:00,3.0,0,0
2018-11-02 15:33:00,3.0,1,0
2018-11-02 23:19:00,4.0,0,0
2018-11-02 23:29:00,4.0,1,0
2018-11-03 04:08:00,4.0,0,0
2018-11-03 04:21:00,4.0,1,0
2018-11-03 07:33:00,4.0,0,0
2018-11-03 07:39:00,4.0,1,0
2018-11-03 08:00:00,4.0,0,0
2018-11-03 08:13:00,3.0,1,0
2018-11-03 08:21:00,3.0,0,0
2018-11-03 08:36:00,4.0,1,0
2018-11-03 12:03:00,4.0,0,0
2018-11-03 14:06:00,3.0,1,0
2018-11-03 16:00:00,4.0,0,0
2018-11-03 16:09:00,3.0,1,0
2018-11-03 17:37:00,3.0,0,0
2018-11-03 17:51:00,4.0,1,0
2018-11-03 18:00:00,3.0,0,0
2018-11-03 18:06:00,3.0,1,0
2018-11-03 20:16:00,4.0,0,0
2018-11-03 20:23:00,3.0,1,0
2018-11-04 06:22:00,4.0,0,0
2018-11-04 06:25:00,3.0,1,0
2018-11-04 07:33:00,4.0,0,0
2018-11-04 07:46:00,4.0,1,0
2018-11-04 08:41:00,4.0,0,0
2018-11-04 08:58:00,4.0,1,0
2018-11-04 13:32:00,4.0,0,0
2018-11-04 14:04:00,3.0,1,0
2018-11-04 16:04:00,4.0,0,0
2018-11-04 16:09:00,3.0,1,0
2018-11-04 16:50:00,4.0,0,0
2018-11-04 16:53:00,3.0,1,0
2018-11-04 17:50:00,4.0,0,0
2018-11-04 17:53:00,3.0,1,0
2018-11-04 19:17:00,3.0,0,0
2018-11-04 19:50:00,3.0,1,0
2018-11-04 20:18:00,3.0,0,0
2018-11-04 20:22:00,4.0,1,0
2018-11-05 05:29:00,4.0,0,0
2018-11-05 05:36:00,3.0,1,0
2018-11-05 07:41:00,4.0,0,0
2018-11-05 07:44:00,4.0,1,0
2018-11-05 15:58:00,4.0,0,0
2018-11-05 16:02:00,4.0,1,0
2018-11-05 16:12:00,4.0,0,0
2018-11-05 16:18:00,3.0,1,0
2018-11-05 17:41:00,4.0,0,0
2018-11-05 17:50:00,3.0,1,0
2018-11-06 07:40:00,4.0,0,0
2018-11-06 07:43:00,4.0,1,0
2018-11-06 08:54:00,4.0,0,0
2018-11-06 09:29:00,3.0,1,0
2018-11-06 11:57:00,4.0,0,0
2018-11-06 12:01:00,3.0,1,0
2018-11-06 16:01:00,3.0,0,0
2018-11-06 16:20:00,4.0,1,0
2018-11-06 17:41:00,4.0,0,0
2018-11-06 17:49:00,3.0,1,0
2018-11-07 07:41:00,4.0,0,0
2018-11-07 07:43:00,4.0,1,0
2018-11-07 13:56:00,4.0,0,0
2018-11-07 14:06:00,4.0,1,0
2018-11-07 16:10:00,4.0,0,0
2018-11-07 16:21:00,3.0,1,0
2018-11-07 17:40:00,4.0,0,0
2018-11-07 17:48:00,4.0,1,0
2018-11-08 07:44:00,5.0,0,0
2018-11-08 07:46:00,3.0,1,0
2018-11-08 13:13:00,3.0,0,0
2018-11-08 13:23:00,4.0,1,0
2018-11-08 13:43:00,4.0,0,0
2018-11-08 15:00:00,3.0,1,0
2018-11-08 17:43:00,4.0,0,0
2018-11-08 17:49:00,4.0,1,0
2018-11-10 07:53:00,5.0,0,0
2018-11-10 08:17:00,3.0,1,0
2018-11-10 17:52:00,4.0,0,0
2018-11-10 18:08:00,4.0,1,0
2018-11-10 23:07:00,4.0,0,0
2018-11-11 00:36:00,4.0,1,0
2018-11-11 07:08:00,5.0,0,0
2018-11-11 07:19:00,4.0,1,0
2018-11-11 19:30:00,4.0,0,0
2018-11-11 20:01:00,3.0,1,0
2018-11-11 20:43:00,4.0,0,0
2018-11-11 20:50:00,3.0,1,0
2018-11-11 21:02:00,4.0,0,0
2018-11-11 21:11:00,4.0,1,0
2018-11-11 21:36:00,4.0,0,0
2018-11-11 21:41:00,3.0,1,0
2018-11-11 22:05:00,4.0,0,0
2018-11-11 22:11:00,4.0,1,0
2018-11-11 22:36:00,4.0,0,0
2018-11-11 22:51:00,4.0,1,0
2018-11-12 01:37:00,4.0,0,0
2018-11-12 03:35:00,3.0,1,0
2018-11-12 07:38:00,4.0,0,0
2018-11-12 07:58:00,4.0,1,0
2018-11-12 09:14:00,4.0,0,0
2018-11-12 09:18:00,4.0,1,0
2018-11-12 09:32:00,4.0,0,0
2018-11-12 09:34:00,3.0,1,0
2018-11-12 14:16:00,4.0,0,0
2018-11-12 14:53:00,3.0,1,0
2018-11-12 15:58:00,3.0,0,0
2018-11-12 16:01:00,3.0,1,0
2018-11-12 21:51:00,4.0,0,0
2018-11-12 23:27:00,3.0,1,0
2018-11-13 07:38:00,5.0,0,0
2018-11-13 08:12:00,3.0,1,0
2018-11-13 13:13:00,4.0,0,0
2018-11-13 13:22:00,3.0,1,0
2018-11-13 13:43:00,3.0,0,0
2018-11-13 15:04:00,3.0,1,0
2018-11-13 15:58:00,4.0,0,0
2018-11-13 16:01:00,4.0,1,0
2018-11-13 18:28:00,4.0,0,0
2018-11-13 19:57:00,4.0,1,0
2018-11-14 07:38:00,4.0,0,0
2018-11-14 07:43:00,4.0,1,0
2018-11-14 08:25:00,4.0,0,0
2018-11-14 09:29:00,3.0,1,0
2018-11-14 14:02:00,4.0,0,0
2018-11-14 14:07:00,3.0,1,0
2018-11-14 15:32:00,3.0,0,0
2018-11-14 15:44:00,3.0,1,0
2018-11-14 17:40:00,4.0,0,0
2018-11-14 17:48:00,4.0,1,0
2018-11-14 21:52:00,4.0,0,0
2018-11-14 23:02:00,4.0,1,0
2018-11-15 00:58:00,4.0,0,0
2018-11-15 01:01:00,4.0,1,0
2018-11-15 01:03:00,3.0,0,0
2018-11-15 01:08:00,4.0,1,0
2018-11-15 15:58:00,4.0,0,0
2018-11-15 16:01:00,3.0,1,0
2018-11-16 01:02:00,4.0,0,0
2018-11-16 01:24:00,4.0,1,0
2018-11-16 07:41:00,4.0,0,0
2018-11-16 07:44:00,4.0,1,0
2018-11-16 09:34:00,4.0,0,0
2018-11-16 09:38:00,4.0,1,0
2018-11-16 12:02:00,4.0,0,0
2018-11-16 12:05:00,3.0,1,0
2018-11-16 15:59:00,4.0,0,0
2018-11-16 16:27:00,4.0,1,0
2018-11-16 21:59:00,4.0,0,0
2018-11-16 22:20:00,4.0,1,0
2018-11-17 07:33:00,5.0,0,0
2018-11-17 07:43:00,4.0,1,0
2018-11-17 09:31:00,4.0,0,0
2018-11-17 09:36:00,4.0,1,0
2018-11-17 15:29:00,4.0,0,0
2018-11-17 15:34:00,4.0,1,0
2018-11-17 16:06:00,4.0,0,0
2018-11-17 16:11:00,3.0,1,0
2018-11-17 17:59:00,3.0,0,0
2018-11-17 18:01:00,3.0,1,0
2018-11-17 19:38:00,4.0,0,0
2018-11-17 19:46:00,3.0,1,0
2018-11-17 20:48:00,4.0,0,0
2018-11-17 20:50:00,3.0,1,0
2018-11-18 04:17:00,4.0,0,0
2018-11-18 04:30:00,3.0,1,0
2018-11-18 07:34:00,4.0,0,0
2018-11-18 07:44:00,4.0,1,0
2018-11-18 09:34:00,4.0,0,0
2018-11-18 09:38:00,3.0,1,0
2018-11-18 19:30:00,4.0,0,0
2018-11-18 19:43:00,4.0,1,0
2018-11-18 20:53:00,4.0,0,0
2018-11-18 21:11:00,3.0,1,0
2018-11-19 03:34:00,4.0,0,0
2018-11-19 04:11:00,4.0,1,0
2018-11-19 04:38:00,5.0,0,0
2018-11-19 05:24:00,3.0,1,0
2018-11-19 08:13:00,4.0,0,0
2018-11-19 08:26:00,4.0,1,0
2018-11-19 11:04:00,4.0,0,0
2018-11-19 11:12:00,3.0,1,0
2018-11-19 11:42:00,3.0,0,0
2018-11-19 12:41:00,3.0,1,0
2018-11-19 15:58:00,4.0,0,0
2018-11-19 16:01:00,4.0,1,0
2018-11-19 16:15:00,4.0,0,0
2018-11-19 16:24:00,4.0,1,0
2018-11-19 17:40:00,4.0,0,0
2018-11-19 17:49:00,3.0,1,0
2018-11-20 07:37:00,4.0,0,0
2018-11-20 07:41:00,4.0,1,0
2018-11-20 09:18:00,4.0,0,0
2018-11-20 09:26:00,3.0,1,0
2018-11-20 10:17:00,4.0,0,0
2018-11-20 10:20:00,4.0,1,0
2018-11-20 10:37:00,4.0,0,0
2018-11-20 10:42:00,3.0,1,0
2018-11-20 12:05:00,4.0,0,0
2018-11-20 12:25:00,4.0,1,0
2018-11-20 12:25:00,3.0,0,0
2018-11-20 13:24:00,3.0,1,0
2018-11-21 07:40:00,4.0,0,0
2018-11-21 07:43:00,3.0,1,0
2018-11-21 10:34:00,4.0,0,0
2018-11-21 10:58:00,4.0,1,0
2018-11-21 11:00:00,4.0,0,0
2018-11-21 11:16:00,4.0,1,0
2018-11-21 14:35:00,4.0,0,0
2018-11-21 14:40:00,4.0,1,0
