EventTime,Time,NR,A
2018-11-01 00:14:00,6.0,1,0
2018-11-01 03:15:00,5.0,0,0
2018-11-01 04:08:00,6.0,1,0
2018-11-01 04:19:00,5.0,0,0
2018-11-01 04:41:00,6.0,1,0
2018-11-01 04:49:00,6.0,0,0
2018-11-01 04:56:00,6.0,1,0
2018-11-01 05:06:00,6.0,0,0
2018-11-01 05:11:00,6.0,1,0
2018-11-01 05:19:00,5.0,0,0
2018-11-01 05:36:00,6.0,1,0
2018-11-01 05:38:00,6.0,0,0
2018-11-01 06:05:00,6.0,1,0
2018-11-01 06:07:00,5.0,0,0
2018-11-01 06:35:00,6.0,1,0
2018-11-01 06:39:00,5.0,0,0
2018-11-01 06:49:00,6.0,1,0
2018-11-01 06:51:00,5.0,0,0
2018-11-01 07:03:00,6.0,1,0
2018-11-01 07:06:00,6.0,0,0
2018-11-01 07:11:00,6.0,1,0
2018-11-01 07:20:00,6.0,0,0
2018-11-01 07:26:00,6.0,1,0
2018-11-01 07:35:00,6.0,0,0
2018-11-01 07:41:00,6.0,1,0
2018-11-01 07:49:00,6.0,0,0
2018-11-01 07:56:00,6.0,1,0
2018-11-01 08:06:00,6.0,0,0
2018-11-01 08:11:00,6.0,1,0
2018-11-01 08:19:00,5.0,0,0
2018-11-01 08:26:00,6.0,1,0
2018-11-01 08:34:00,5.0,0,0
2018-11-01 08:42:00,6.0,1,0
2018-11-01 08:50:00,6.0,0,0
2018-11-01 08:57:00,6.0,1,0
2018-11-01 09:08:00,6.0,0,0
2018-11-01 09:20:00,6.0,1,0
2018-11-01 09:22:00,6.0,0,0
2018-11-01 09:36:00,6.0,1,0
2018-11-01 09:39:00,6.0,0,0
2018-11-01 10:07:00,5.0,1,0
2018-11-01 10:09:00,6.0,0,0
2018-11-01 10:36:00,6.0,1,0
2018-11-01 10:39:00,6.0,0,0
2018-11-01 10:42:00,6.0,1,0
2018-11-01 10:48:00,6.0,0,0
2018-11-01 11:06:00,6.0,1,0
2018-11-01 11:09:00,6.0,0,0
2018-11-01 11:15:00,6.0,1,0
2018-11-01 11:27:00,5.0,0,0
2018-11-01 11:36:00,6.0,1,0
2018-11-01 11:39:00,6.0,0,0
2018-11-01 11:57:00,7.0,1,0
2018-11-01 12:09:00,6.0,0,0
2018-11-01 12:27:00,6.0,1,0
2018-11-01 12:38:00,5.0,0,0
2018-11-01 12:43:00,6.0,1,0
2018-11-01 12:49:00,5.0,0,0
2018-11-01 13:06:00,6.0,1,0
2018-11-01 13:09:00,5.0,0,0
2018-11-01 13:13:00,6.0,1,0
2018-11-01 13:21:00,6.0,0,0
2018-11-01 13:36:00,6.0,1,0
2018-11-01 13:39:00,6.0,0,0
2018-11-01 14:06:00,6.0,1,0
2018-11-01 14:08:00,6.0,0,0
2018-11-01 14:37:00,7.0,1,0
2018-11-01 14:39:00,6.0,0,0
2018-11-01 15:07:00,6.0,1,0
2018-11-01 15:09:00,6.0,0,0
2018-11-01 15:18:00,6.0,1,0
2018-11-01 15:20:00,6.0,0,0
2018-11-01 15:35:00,6.0,1,0
2018-11-01 15:37:00,6.0,0,0
