EventTime,Time,NR,A
2018-11-01 10:55:00,5.0,1,0
2018-11-01 11:03:00,6.0,0,0
2018-11-01 22:30:00,6.0,1,0
2018-11-01 22:43:00,5.0,0,0
2018-11-02 00:59:00,6.0,1,0
2018-11-02 05:03:00,5.0,0,0
2018-11-02 10:45:00,5.0,1,0
2018-11-02 10:53:00,5.0,0,0
2018-11-02 11:25:00,7.0,1,0
2018-11-02 11:34:00,6.0,0,0
2018-11-02 11:35:00,5.0,1,0
2018-11-02 11:43:00,5.0,0,0
2018-11-02 16:57:00,6.0,1,0
2018-11-02 16:59:00,6.0,0,0
2018-11-02 17:06:00,6.0,1,0
2018-11-02 17:08:00,5.0,0,0
2018-11-02 17:40:00,5.0,1,0
2018-11-02 17:43:00,6.0,0,0
2018-11-02 17:47:00,6.0,1,0
2018-11-02 17:53:00,6.0,0,0
2018-11-02 17:56:00,6.0,1,0
2018-11-02 18:04:00,5.0,0,0
2018-11-02 18:17:00,6.0,1,0
2018-11-02 18:24:00,6.0,0,0
2018-11-02 18:33:00,5.0,1,0
2018-11-02 18:35:00,5.0,0,0
2018-11-02 18:46:00,5.0,1,0
2018-11-02 19:03:00,5.0,0,0
2018-11-02 19:07:00,5.0,1,0
2018-11-02 19:12:00,5.0,0,0
2018-11-02 19:15:00,5.0,1,0
2018-11-02 19:22:00,6.0,0,0
2018-11-02 19:24:00,6.0,1,0
2018-11-02 19:30:00,6.0,0,0
2018-11-02 19:32:00,6.0,1,0
2018-11-02 19:46:00,7.0,0,0
2018-11-02 19:53:00,5.0,1,0
2018-11-02 19:58:00,6.0,0,0
2018-11-02 19:59:00,6.0,1,0
2018-11-02 20:09:00,6.0,0,0
2018-11-02 20:10:00,6.0,1,0
2018-11-02 20:16:00,6.0,0,0
2018-11-02 20:20:00,6.0,1,0
2018-11-02 20:24:00,6.0,0,0
2018-11-02 20:27:00,5.0,1,0
2018-11-02 20:31:00,6.0,0,0
2018-11-02 20:35:00,5.0,1,0
2018-11-02 20:41:00,5.0,0,0
2018-11-02 20:50:00,6.0,1,0
2018-11-02 20:56:00,5.0,0,0
2018-11-02 21:00:00,6.0,1,0
2018-11-02 21:03:00,5.0,0,0
2018-11-02 21:15:00,6.0,1,0
2018-11-02 21:23:00,6.0,0,0
2018-11-02 21:29:00,6.0,1,0
2018-11-02 21:36:00,6.0,0,0
2018-11-02 21:38:00,5.0,1,0
2018-11-02 21:45:00,6.0,0,0
2018-11-02 21:47:00,6.0,1,0
2018-11-02 22:04:00,6.0,0,0
2018-11-02 22:06:00,6.0,1,0
2018-11-02 22:24:00,7.0,0,0
2018-11-02 22:27:00,5.0,1,0
2018-11-02 22:30:00,5.0,0,0
2018-11-02 22:32:00,6.0,1,0
2018-11-02 22:37:00,5.0,0,0
2018-11-02 22:40:00,6.0,1,0
2018-11-02 22:45:00,5.0,0,0
2018-11-02 22:48:00,5.0,1,0
2018-11-02 23:02:00,5.0,0,0
2018-11-02 23:04:00,5.0,1,0
2018-11-02 23:08:00,6.0,0,0
2018-11-02 23:10:00,6.0,1,0
2018-11-02 23:25:00,6.0,0,0
2018-11-02 23:27:00,6.0,1,0
2018-11-02 23:33:00,6.0,0,0
2018-11-02 23:35:00,6.0,1,0
2018-11-02 23:49:00,6.0,0,0
2018-11-02 23:51:00,6.0,1,0
2018-11-02 23:53:00,6.0,0,0
2018-11-02 23:56:00,5.0,1,0
2018-11-03 00:01:00,5.0,0,0
2018-11-03 00:03:00,5.0,1,0
2018-11-03 00:10:00,5.0,0,0
2018-11-03 00:13:00,6.0,1,0
2018-11-03 00:19:00,6.0,0,0
2018-11-03 00:23:00,5.0,1,0
2018-11-03 00:40:00,5.0,0,0
2018-11-03 00:43:00,5.0,1,0
2018-11-03 00:59:00,5.0,0,0
2018-11-03 01:50:00,5.0,1,0
2018-11-05 04:23:00,6.0,0,0
2018-11-05 11:37:00,5.0,1,0
2018-11-05 11:43:00,5.0,0,0
2018-11-05 22:28:00,5.0,1,0
2018-11-05 22:43:00,6.0,0,0
2018-11-06 22:30:00,6.0,1,0
2018-11-06 22:43:00,5.0,0,0
2018-11-07 11:35:00,6.0,1,0
2018-11-07 11:43:00,5.0,0,0
2018-11-07 14:01:00,5.0,1,0
2018-11-07 14:04:00,6.0,0,0
2018-11-07 20:25:00,6.0,1,0
2018-11-07 20:34:00,5.0,0,0
2018-11-07 22:28:00,5.0,1,0
2018-11-07 22:43:00,5.0,0,0
2018-11-08 09:25:00,5.0,1,0
2018-11-08 09:33:00,5.0,0,0
2018-11-08 11:32:00,6.0,1,0
2018-11-08 11:36:00,6.0,0,0
2018-11-08 12:21:00,5.0,1,0
2018-11-08 12:21:00,5.0,0,0
2018-11-08 12:21:00,22.0,1,0
2018-11-08 12:22:00,5.0,0,0
2018-11-08 12:22:00,6.0,1,0
2018-11-08 12:23:00,5.0,0,0
2018-11-08 22:27:00,6.0,1,0
2018-11-08 22:43:00,6.0,0,0
2018-11-09 09:45:00,6.0,1,0
2018-11-09 09:53:00,5.0,0,0
2018-11-09 11:36:00,5.0,1,0
2018-11-09 11:43:00,5.0,0,0
2018-11-09 11:48:00,6.0,1,0
2018-11-09 11:53:00,5.0,0,0
2018-11-09 13:51:00,5.0,1,0
2018-11-09 13:53:00,5.0,0,0
2018-11-09 22:15:00,5.0,1,0
2018-11-09 22:24:00,5.0,0,0
2018-11-10 00:51:00,5.0,1,0
2018-11-10 05:22:00,6.0,0,0
2018-11-10 22:34:00,5.0,1,0
2018-11-10 22:42:00,5.0,0,0
2018-11-11 02:39:00,5.0,1,0
2018-11-11 05:22:00,5.0,0,0
2018-11-11 19:08:00,6.0,1,0
2018-11-11 19:12:00,5.0,0,0
2018-11-12 11:35:00,5.0,1,0
2018-11-12 11:44:00,5.0,0,0
2018-11-12 21:15:00,5.0,1,0
2018-11-12 21:24:00,6.0,0,0
2018-11-12 22:36:00,6.0,1,0
2018-11-12 22:44:00,5.0,0,0
2018-11-13 08:55:00,5.0,1,0
2018-11-13 09:03:00,6.0,0,0
2018-11-13 21:08:00,5.0,1,0
2018-11-13 21:15:00,7.0,0,0
2018-11-13 22:28:00,6.0,1,0
2018-11-13 22:43:00,5.0,0,0
2018-11-14 10:46:00,5.0,1,0
2018-11-14 10:54:00,5.0,0,0
2018-11-14 23:15:00,5.0,1,0
2018-11-14 23:23:00,6.0,0,0
2018-11-15 00:54:00,6.0,1,0
2018-11-15 02:41:00,5.0,0,0
2018-11-15 09:55:00,6.0,1,0
2018-11-15 10:03:00,5.0,0,0
2018-11-15 11:35:00,5.0,1,0
2018-11-15 11:43:00,6.0,0,0
2018-11-15 22:29:00,5.0,1,0
2018-11-15 22:43:00,5.0,0,0
2018-11-16 11:35:00,5.0,1,0
2018-11-16 11:43:00,5.0,0,0
2018-11-16 23:15:00,6.0,1,0
2018-11-16 23:23:00,4.0,0,0
2018-11-16 23:25:00,5.0,1,0
2018-11-16 23:33:00,6.0,0,0
2018-11-17 00:39:00,5.0,1,0
2018-11-17 05:22:00,5.0,0,0
2018-11-17 15:06:00,5.0,1,0
2018-11-17 15:12:00,5.0,0,0
2018-11-17 15:25:00,6.0,1,0
2018-11-17 15:32:00,6.0,0,0
2018-11-17 15:34:00,6.0,1,0
2018-11-17 15:42:00,6.0,0,0
2018-11-17 16:07:00,6.0,1,0
2018-11-17 16:12:00,6.0,0,0
2018-11-17 16:25:00,6.0,1,0
2018-11-17 16:32:00,6.0,0,0
2018-11-17 16:36:00,5.0,1,0
2018-11-17 16:42:00,6.0,0,0
2018-11-17 17:04:00,6.0,1,0
2018-11-17 17:12:00,6.0,0,0
2018-11-17 17:25:00,5.0,1,0
2018-11-17 17:32:00,6.0,0,0
2018-11-17 17:37:00,5.0,1,0
2018-11-17 17:42:00,6.0,0,0
2018-11-17 18:04:00,6.0,1,0
2018-11-17 18:12:00,6.0,0,0
2018-11-17 18:30:00,6.0,1,0
2018-11-17 18:32:00,6.0,0,0
2018-11-17 18:39:00,6.0,1,0
2018-11-17 18:42:00,5.0,0,0
2018-11-17 19:04:00,6.0,1,0
2018-11-17 19:10:00,5.0,0,0
2018-11-17 19:25:00,6.0,1,0
2018-11-17 19:32:00,6.0,0,0
2018-11-17 19:36:00,6.0,1,0
2018-11-17 19:42:00,5.0,0,0
2018-11-17 20:04:00,6.0,1,0
2018-11-17 20:12:00,5.0,0,0
2018-11-17 20:25:00,6.0,1,0
2018-11-17 20:32:00,6.0,0,0
2018-11-17 20:34:00,5.0,1,0
2018-11-17 20:42:00,6.0,0,0
2018-11-17 21:07:00,5.0,1,0
2018-11-17 21:12:00,6.0,0,0
2018-11-17 21:28:00,6.0,1,0
2018-11-17 21:32:00,5.0,0,0
2018-11-17 21:35:00,6.0,1,0
2018-11-17 21:42:00,6.0,0,0
2018-11-17 22:07:00,5.0,1,0
2018-11-17 22:12:00,6.0,0,0
2018-11-17 22:26:00,6.0,1,0
2018-11-17 22:32:00,5.0,0,0
2018-11-17 22:37:00,5.0,1,0
2018-11-17 22:42:00,6.0,0,0
2018-11-17 23:04:00,6.0,1,0
2018-11-17 23:08:00,5.0,0,0
2018-11-17 23:16:00,6.0,1,0
2018-11-17 23:22:00,5.0,0,0
2018-11-17 23:29:00,5.0,1,0
2018-11-17 23:32:00,6.0,0,0
2018-11-17 23:35:00,6.0,1,0
2018-11-17 23:42:00,6.0,0,0
2018-11-17 23:51:00,5.0,1,0
2018-11-17 23:54:00,5.0,0,0
2018-11-17 23:57:00,5.0,1,0
2018-11-18 00:01:00,5.0,0,0
2018-11-18 00:03:00,6.0,1,0
2018-11-18 00:05:00,6.0,0,0
2018-11-18 00:07:00,6.0,1,0
2018-11-18 00:08:00,6.0,0,0
2018-11-18 00:16:00,6.0,1,0
2018-11-18 00:23:00,6.0,0,0
2018-11-18 00:29:00,5.0,1,0
2018-11-18 00:33:00,6.0,0,0
2018-11-18 00:35:00,6.0,1,0
2018-11-18 00:42:00,5.0,0,0
2018-11-18 00:45:00,6.0,1,0
2018-11-18 00:55:00,6.0,0,0
2018-11-18 00:59:00,6.0,1,0
2018-11-18 01:02:00,6.0,0,0
2018-11-19 11:37:00,5.0,1,0
2018-11-19 11:43:00,6.0,0,0
2018-11-19 20:55:00,6.0,1,0
2018-11-19 21:01:00,6.0,0,0
2018-11-19 21:15:00,5.0,1,0
2018-11-19 21:23:00,6.0,0,0
2018-11-19 22:28:00,6.0,1,0
2018-11-19 22:43:00,6.0,0,0
2018-11-20 09:16:00,4.0,1,0
2018-11-20 09:23:00,6.0,0,0
2018-11-20 13:23:00,300.0,1,0
2018-11-20 13:23:00,5.0,0,0
2018-11-20 16:56:00,6.0,1,0
2018-11-20 17:03:00,5.0,0,0
2018-11-20 17:10:00,6.0,1,0
2018-11-20 17:13:00,5.0,0,0
2018-11-20 17:25:00,6.0,1,0
2018-11-20 17:33:00,6.0,0,0
2018-11-20 17:40:00,5.0,1,0
2018-11-20 17:43:00,5.0,0,0
2018-11-20 17:55:00,5.0,1,0
2018-11-20 18:03:00,5.0,0,0
2018-11-20 18:11:00,6.0,1,0
2018-11-20 18:13:00,6.0,0,0
2018-11-20 18:25:00,6.0,1,0
2018-11-20 18:33:00,6.0,0,0
2018-11-20 18:39:00,6.0,1,0
2018-11-20 18:43:00,6.0,0,0
2018-11-20 18:48:00,5.0,1,0
2018-11-20 18:53:00,6.0,0,0
2018-11-20 18:58:00,6.0,1,0
2018-11-20 19:04:00,7.0,0,0
2018-11-20 19:09:00,6.0,1,0
2018-11-20 19:15:00,5.0,0,0
2018-11-20 19:25:00,6.0,1,0
2018-11-20 19:33:00,5.0,0,0
2018-11-20 19:35:00,5.0,1,0
2018-11-20 19:43:00,5.0,0,0
2018-11-20 19:45:00,6.0,1,0
2018-11-20 19:53:00,5.0,0,0
2018-11-20 19:55:00,6.0,1,0
2018-11-20 20:03:00,5.0,0,0
2018-11-20 20:05:00,6.0,1,0
2018-11-20 20:13:00,6.0,0,0
2018-11-20 20:15:00,5.0,1,0
2018-11-20 20:23:00,6.0,0,0
2018-11-20 20:25:00,6.0,1,0
2018-11-20 20:33:00,5.0,0,0
2018-11-20 20:35:00,6.0,1,0
2018-11-20 20:43:00,5.0,0,0
2018-11-20 20:45:00,6.0,1,0
