EventTime,Time,NR,A
2018-11-01 09:17:00,6.0,0,0
2018-11-01 09:26:00,6.0,1,0
2018-11-01 19:39:00,6.0,0,0
2018-11-01 19:58:00,6.0,1,0
2018-11-01 20:15:00,6.0,0,0
2018-11-01 21:01:00,6.0,1,0
2018-11-02 10:37:00,6.0,0,0
2018-11-02 10:40:00,6.0,1,0
2018-11-02 19:39:00,6.0,0,0
2018-11-02 19:45:00,6.0,1,0
2018-11-03 12:47:00,6.0,0,0
2018-11-03 12:55:00,6.0,1,0
2018-11-03 13:41:00,6.0,0,0
2018-11-03 14:31:00,6.0,1,0
2018-11-03 19:05:00,6.0,0,0
2018-11-03 19:15:00,7.0,1,0
2018-11-04 09:44:00,6.0,0,0
2018-11-04 09:52:00,6.0,1,0
2018-11-05 21:23:00,6.0,0,0
2018-11-05 22:15:00,6.0,1,0
2018-11-06 20:22:00,6.0,0,0
2018-11-06 21:14:00,7.0,1,0
2018-11-07 08:44:00,6.0,0,0
2018-11-07 08:45:00,6.0,1,0
2018-11-07 10:17:00,6.0,0,0
2018-11-07 10:40:00,6.0,1,0
2018-11-08 19:28:00,6.0,0,0
2018-11-08 20:11:00,6.0,1,0
2018-11-11 13:41:00,6.0,0,0
2018-11-11 14:31:00,6.0,1,0
2018-11-11 23:10:00,6.0,0,0
2018-11-11 23:18:00,6.0,1,0
2018-11-12 09:19:00,6.0,0,0
2018-11-12 10:09:00,6.0,1,0
2018-11-12 22:26:00,6.0,0,0
2018-11-12 22:29:00,6.0,1,0
2018-11-13 09:18:00,6.0,0,0
2018-11-13 10:08:00,6.0,1,0
2018-11-13 22:22:00,6.0,0,0
2018-11-13 22:30:00,6.0,1,0
2018-11-14 22:24:00,6.0,0,0
2018-11-14 22:33:00,6.0,1,0
2018-11-15 19:24:00,6.0,0,0
2018-11-15 20:01:00,6.0,1,0
2018-11-16 03:05:00,6.0,0,0
2018-11-16 03:44:00,6.0,1,0
2018-11-18 23:59:00,6.0,0,0
2018-11-19 00:06:00,7.0,1,0
2018-11-20 01:43:00,6.0,0,0
2018-11-20 01:48:00,6.0,1,0
2018-11-20 22:24:00,7.0,0,0
2018-11-20 22:30:00,7.0,1,0
2018-11-21 21:23:00,6.0,0,0
2018-11-21 21:30:00,7.0,1,0
2018-11-22 19:22:00,6.0,0,0
2018-11-22 19:30:00,6.0,1,0
2018-11-22 22:47:00,6.0,0,0
2018-11-22 22:56:00,6.0,1,0
2018-11-23 09:21:00,6.0,0,0
2018-11-23 10:09:00,7.0,1,0
2018-11-24 09:49:00,6.0,0,0
2018-11-24 10:02:00,6.0,1,0
2018-11-24 10:41:00,6.0,0,0
2018-11-24 10:51:00,6.0,1,0
2018-11-24 15:41:00,6.0,0,0
2018-11-24 15:47:00,6.0,1,0
2018-11-24 16:39:00,6.0,0,0
2018-11-24 16:49:00,6.0,1,0
2018-11-24 19:15:00,6.0,0,0
2018-11-24 19:19:00,7.0,1,0
2018-11-24 21:42:00,6.0,0,0
2018-11-24 21:52:00,6.0,1,0
2018-11-25 13:43:00,7.0,0,0
2018-11-25 14:31:00,6.0,1,0
2018-11-26 17:22:00,6.0,0,0
2018-11-26 18:14:00,6.0,1,0
2018-11-27 09:17:00,6.0,0,0
2018-11-27 10:08:00,6.0,1,0
2018-11-27 20:24:00,6.0,0,0
2018-11-27 20:31:00,7.0,1,0
2018-11-28 09:29:00,6.0,0,0
2018-11-28 09:45:00,6.0,1,0
2018-11-28 19:26:00,6.0,0,0
2018-11-28 19:32:00,6.0,1,0
2018-11-29 01:20:00,6.0,0,0
2018-11-29 01:20:00,6.0,1,0
2018-11-29 10:17:00,7.0,0,0
2018-11-29 11:08:00,7.0,1,0
2018-11-29 19:41:00,7.0,0,0
2018-11-29 20:16:00,6.0,1,0
2018-11-07 08:27:27,0.1,2,1
2018-11-07 08:28:00,0.1,2,1
2018-11-07 08:43:50,0.1,2,1
2018-11-07 08:44:34,0.1,2,1
